Index,pl_name,hostname,ra,dec,sy_gaiamag,sy_dist
2025,OGLE-2019-BLG-0362L b,OGLE-2019-BLG-0362L,263.46525,-24.8103611,2,5830
2026,OGLE-2016-BLG-1093L b,OGLE-2016-BLG-1093L,269.0042917,-32.7134722,2,8120
2027,TOI-1249 b,TOI-1249,200.5615762,66.3085331,10.6987,139.49
2028,TOI-1801 b,TOI-1801,175.5755995,23.0270335,10.8269,30.6796
2029,Kepler-20 g,Kepler-20,287.6979913,42.3385782,12.4535,282.563
2030,Kepler-453 b,Kepler-453,283.2413322,46.3784691,13.5227,442.846
2031,Kepler-94 c,Kepler-94,281.1947316,47.4972606,12.8567,191.904
2032,Kepler-97 c,Kepler-97,287.3265292,48.6733443,12.813,400.907
2033,Kepler-407 c,Kepler-407,286.0363025,49.6145027,12.5074,338.368
2034,Kepler-56 c,Kepler-56,293.7583002,41.871807,12.4298,912.994
2035,Kepler-11 c,Kepler-11,297.1150949,41.9091092,13.7062,646.346
2036,Kepler-11 f,Kepler-11,297.1150949,41.9091092,13.7062,646.346
2037,Kepler-10 c,Kepler-10,285.679298,50.2414842,10.9191,185.506
2038,Kepler-94 b,Kepler-94,281.1947316,47.4972606,12.8567,191.904
2039,Kepler-104 c,Kepler-104,287.6046621,42.1665104,12.5697,400.785
2040,Kepler-130 d,Kepler-130,288.4505905,40.2452006,11.8253,316.663
2041,Kepler-92 c,Kepler-92,289.0860607,41.5630224,11.7451,477.992
2042,Kepler-197 e,Kepler-197,295.2264739,50.5592348,11.78,330.575
2043,Kepler-102 b,Kepler-102,281.4824731,47.2078263,11.4784,107.796
2044,Kepler-408 b,Kepler-408,284.7862158,48.4232622,8.6992,88.7832
2045,Kepler-411 c,Kepler-411,287.6057027,49.5233937,12.2327,153.676
2046,Kepler-314 c,Kepler-314,294.6741507,42.0756037,12.5226,268.881
2047,Kepler-56 b,Kepler-56,293.7583002,41.871807,12.4298,912.994
2048,Kepler-338 b,Kepler-338,282.9790593,40.7844188,12.0828,552.798
2049,Kepler-65 b,Kepler-65,288.6887221,41.1511076,10.9656,303.728
2050,Kepler-444 d,Kepler-444,289.7528323,41.631884,8.643251,36.4396
2051,Kepler-403 c,Kepler-403,289.9214256,46.7445267,12.7598,840.269
2052,Kepler-444 f,Kepler-444,289.7528323,41.631884,8.643251,36.4396
2053,Kepler-220 e,Kepler-220,291.5060432,46.8956262,12.8566,171.109
2054,Kepler-129 c,Kepler-129,285.3111845,47.8484775,11.6437,408.845
2055,Kepler-334 d,Kepler-334,287.1406177,47.1151153,12.73,426.59
2056,Kepler-338 c,Kepler-338,282.9790593,40.7844188,12.0828,552.798
2057,Kepler-338 d,Kepler-338,282.9790593,40.7844188,12.0828,552.798
2058,Kepler-403 d,Kepler-403,289.9214256,46.7445267,12.7598,840.269
2059,Kepler-50 b,Kepler-50,288.1009312,50.0336844,10.3621,250.11
2060,Kepler-507 b,Kepler-507,297.0188074,50.409046,11.9224,391.644
2061,Kepler-134 b,Kepler-134,284.7391156,49.5984448,12.2219,334.797
2062,Kepler-454 b,Kepler-454,287.4786474,38.2290751,11.4395,230.869
2063,Kepler-103 b,Kepler-103,288.9845512,40.0644857,12.2466,494.832
2064,Kepler-48 b,Kepler-48,299.1393094,40.948939,13.0772,306.738
2065,Kepler-100 c,Kepler-100,291.3861294,41.9901394,11.1293,304.645
2066,Kepler-11 g,Kepler-11,297.1150949,41.9091092,13.7062,646.346
2067,Kepler-197 b,Kepler-197,295.2264739,50.5592348,11.78,330.575
2068,Kepler-409 b,Kepler-409,293.6792058,46.8527337,9.39109,68.173
2069,Kepler-334 c,Kepler-334,287.1406177,47.1151153,12.73,426.59
2070,Kepler-11 b,Kepler-11,297.1150949,41.9091092,13.7062,646.346
2071,KOI-351 d,KOI-351,284.4334642,49.3051239,13.7397,848.254
2072,Kepler-50 c,Kepler-50,288.1009312,50.0336844,10.3621,250.11
2073,Kepler-1130 b,Kepler-1130,285.207421,45.384333,12.3956,249.343
2074,Kepler-444 b,Kepler-444,289.7528323,41.631884,8.643251,36.4396
2075,Kepler-139 d,Kepler-139,282.3919451,43.8894167,12.677,391.038
2076,Kepler-403 b,Kepler-403,289.9214256,46.7445267,12.7598,840.269
2077,Kepler-65 c,Kepler-65,288.6887221,41.1511076,10.9656,303.728
2078,Kepler-19 d,Kepler-19,290.4209694,37.8516556,11.8763,218.562
2079,Kepler-90 i,KOI-351,284.4334642,49.3051239,13.7397,848.254
2080,Kepler-35 b,Kepler-35,294.496955,46.6896733,15.7352,1819.17
2081,Kepler-56 d,Kepler-56,293.7583002,41.871807,12.4298,912.994
2082,Kepler-11 e,Kepler-11,297.1150949,41.9091092,13.7062,646.346
2083,TOI-669 b,TOI-669,158.9007013,-5.1813735,10.6364,142.867
2084,TOI-1472 b,TOI-1472,14.1142611,48.6375168,11.1107,121.84
2085,TOI-1694 c,TOI-1694,97.7487104,66.3605956,11.3103,124.68
2086,Kepler-130 b,Kepler-130,288.4505905,40.2452006,11.8253,316.663
2087,Kepler-19 b,Kepler-19,290.4209694,37.8516556,11.8763,218.562
2088,Kepler-109 b,Kepler-109,290.3926795,40.2849074,12.2955,474.861
2089,Kepler-145 b,Kepler-145,291.3877397,44.5290465,11.8746,566.85
2090,Kepler-106 c,Kepler-106,300.864006,44.3375497,12.8391,444.322
2091,HD 260655 b,HD 260655,99.2915429,17.5662696,8.876041,10.0055
2092,TOI-519 b,TOI-519,124.6067582,-19.6627918,15.7067,115.557
2093,Kepler-11 d,Kepler-11,297.1150949,41.9091092,13.7062,646.346
2094,Kepler-104 d,Kepler-104,287.6046621,42.1665104,12.5697,400.785
2095,TOI-1753 b,TOI-1753,252.4698351,61.1735768,11.664,226.671
2096,HIP 113103 b,HIP 113103,343.5723794,-43.0102291,9.61752,46.2122
2097,HIP 113103 c,HIP 113103,343.5723794,-43.0102291,9.61752,46.2122
2098,HD 191939 g,HD 191939,302.0256247,66.8503014,8.77476,53.6089
2099,Kepler-16 b,Kepler-16,289.0758307,51.757229,11.7472,75.0852
2100,Kepler-411 b,Kepler-411,287.6057027,49.5233937,12.2327,153.676
2101,Kepler-334 b,Kepler-334,287.1406177,47.1151153,12.73,426.59
2102,Kepler-1130 c,Kepler-1130,285.207421,45.384333,12.3956,249.343
2103,Kepler-1130 d,Kepler-1130,285.207421,45.384333,12.3956,249.343
2104,Kepler-104 b,Kepler-104,287.6046621,42.1665104,12.5697,400.785
2105,Kepler-102 c,Kepler-102,281.4824731,47.2078263,11.4784,107.796
2106,KOI-351 g,KOI-351,284.4334642,49.3051239,13.7397,848.254
2107,TOI-178 f,TOI-178,7.3020115,-30.4541159,11.1523,62.699
2108,Kepler-34 b,Kepler-34,296.4358022,44.6415369,14.8297,1800.82
2109,KOI-351 b,KOI-351,284.4334642,49.3051239,13.7397,848.254
2110,KOI-351 f,KOI-351,284.4334642,49.3051239,13.7397,848.254
2111,Kepler-25 d,Kepler-25,286.6383905,39.4879038,10.6319,243.249
2112,Kepler-62 f,Kepler-62,283.2125621,45.3496992,13.7197,300.874
2113,Kepler-411 d,Kepler-411,287.6057027,49.5233937,12.2327,153.676
2114,Kepler-126 c,Kepler-126,289.3473634,44.2084445,10.454,237.401
2115,Kepler-92 d,Kepler-92,289.0860607,41.5630224,11.7451,477.992
2116,Kepler-406 c,Kepler-406,291.8481764,44.9682807,12.4897,364.03
2117,Kepler-62 c,Kepler-62,283.2125621,45.3496992,13.7197,300.874
2118,Kepler-106 b,Kepler-106,300.864006,44.3375497,12.8391,444.322
2119,HATS-16 b,HATS-16,358.5588439,-30.0130385,13.6864,757.044
2120,Kepler-129 b,Kepler-129,285.3111845,47.8484775,11.6437,408.845
2121,Kepler-126 d,Kepler-126,289.3473634,44.2084445,10.454,237.401
2122,Kepler-510 b,Kepler-510,287.6550196,39.2441716,11.9222,386.177
2123,Kepler-130 c,Kepler-130,288.4505905,40.2452006,11.8253,316.663
2124,KOI-351 h,KOI-351,284.4334642,49.3051239,13.7397,848.254
2125,KOI-351 e,KOI-351,284.4334642,49.3051239,13.7397,848.254
2126,KOI-351 c,KOI-351,284.4334642,49.3051239,13.7397,848.254
2127,DMPP-4 b,DMPP-4,293.5826648,51.2358069,5.60037,25.3284
2128,TOI-178 b,TOI-178,7.3020115,-30.4541159,11.1523,62.699
2129,Kepler-96 b,Kepler-96,297.0698263,40.5252039,10.2971,122.881
2130,KMT-2019-BLG-0297L b,KMT-2019-BLG-0297L,270.0632917,-28.9652806,2,3090
2131,TOI-1266 b,TOI-1266,197.9965833,65.8336973,12.1222,36.0118
2132,TOI-1266 c,TOI-1266,197.9965833,65.8336973,12.1222,36.0118
2133,HD 6860 b,HD 6860,17.432979,35.620499,2,61.12469
2134,TOI-2025 b,TOI-2025,282.7952558,82.2454143,11.3637,335.985
2135,TOI-1420 b,TOI-1420,322.9418092,66.3490054,11.738,201.918
2136,KOI-142 c,KOI-142,291.1481028,40.669413,13.1048,376.863
2137,HD 260655 c,HD 260655,99.2915429,17.5662696,8.876041,10.0055
2138,Kepler-47 c,Kepler-47,295.2978883,46.9204303,15.1626,1025.02
2139,KOI-142 b,KOI-142,291.1481028,40.669413,13.1048,376.863
2140,Kepler-314 b,Kepler-314,294.6741507,42.0756037,12.5226,268.881
2141,HD 136352 d,HD 136352,230.4401147,-48.3188174,5.48495,14.682
2142,TOI-2373 b,TOI-2373,61.6862197,-16.7557546,13.0711,508.686
2143,L 98-59 b,L 98-59,124.5328604,-68.3144658,10.5976,10.6194
2144,L 98-59 c,L 98-59,124.5328604,-68.3144658,10.5976,10.6194
2145,L 98-59 d,L 98-59,124.5328604,-68.3144658,10.5976,10.6194
2146,L 98-59 e,L 98-59,124.5328604,-68.3144658,10.5976,10.6194
2147,OGLE-2023-BLG-0836L b,OGLE-2023-BLG-0836L,267.186875,-23.7415194,2,5120
2148,TOI-2447 b,TOI-2447,70.9975864,-31.9066369,10.4403,148.987
2149,Kepler-107 e,Kepler-107,297.028162,48.2086019,12.4627,525.997
2150,TOI-1052 b,TOI-1052,337.5102738,-75.6465606,9.39972,129.804
2151,Kepler-107 d,Kepler-107,297.028162,48.2086019,12.4627,525.997
2152,HD 13908 b,HD 13908,34.5609102,65.5941901,7.3845,79.5515
2153,Kepler-107 c,Kepler-107,297.028162,48.2086019,12.4627,525.997
2154,Kepler-107 b,Kepler-107,297.028162,48.2086019,12.4627,525.997
2155,HD 159243 b,HD 159243,263.3395365,5.7008254,8.51188,73.3055
2156,HIP 91258 b,HIP 91258,279.2211173,61.7015065,8.45032,45.8846
2157,Kepler-102 f,Kepler-102,281.4824731,47.2078263,11.4784,107.796
2158,nu Oct A b,nu Oct A,325.3702792,-77.3910853,3.44162,21.1999
2159,Kepler-244 c,Kepler-244,287.242641,42.3014185,15.5455,1036.49
2160,Kepler-336 d,Kepler-336,290.2376224,41.3313637,13.5839,768.86
2161,Kepler-349 b,Kepler-349,293.6764689,44.6155972,14.7211,940.724
2162,Kepler-323 c,Kepler-323,291.3822988,38.1274595,12.658,454.883
2163,HD 41004 A b,HD 41004 A,89.9566041,-48.2394189,2,36.69117
2164,HD 41004 B b,HD 41004 B,89.9565956,-48.2394114,8.37625,41.5504
2165,HATS-47 b,HATS-47,287.4844021,-49.6649424,14.3998,300.67
2166,Kepler-1710 b,Kepler-1710,291.6832878,37.7514726,12.5606,305.193
2167,TOI-2416 b,TOI-2416,57.3389409,-60.7871861,12.8909,557.733
2168,HD 136352 c,HD 136352,230.4401147,-48.3188174,5.48495,14.682
2169,Kepler-62 e,Kepler-62,283.2125621,45.3496992,13.7197,300.874
2170,Kepler-88 d,KOI-142,291.1481028,40.669413,13.1048,376.863
2171,TOI-1820 b,TOI-1820,187.6867207,27.4520016,10.9653,248.504
2172,Kepler-62 b,Kepler-62,283.2125621,45.3496992,13.7197,300.874
2173,Kepler-129 d,Kepler-129,285.3111845,47.8484775,11.6437,408.845
2174,Kepler-454 c,Kepler-454,287.4786474,38.2290751,11.4395,230.869
2175,Kepler-48 f,Kepler-48,299.1393094,40.948939,13.0772,306.738
2176,Kepler-19 c,Kepler-19,290.4209694,37.8516556,11.8763,218.562
2177,Kepler-65 e,Kepler-65,288.6887221,41.1511076,10.9656,303.728
2178,Kepler-1655 b,Kepler-1655,286.6895986,39.2120802,11.0141,213.26
2179,HD 60532 b,HD 60532,113.5130656,-22.2958661,4.30793,25.9716
2180,11 UMi b,11 UMi,229.2745954,71.8239428,4.56216,125.321
2181,HD 50499 c,HD 50499,103.008075,-33.915267,7.0564,46.2845
2182,Kepler-164 c,Kepler-164,287.7808115,47.6298453,14.2329,890.758
2183,Kepler-454 d,Kepler-454,287.4786474,38.2290751,11.4395,230.869
2184,HD 11977 b,HD 11977,28.7347403,-67.6469871,4.43863,67.9331
2185,KMT-2021-BLG-1770L b,KMT-2021-BLG-1770L,270.4399583,-27.4186694,2,6920
2186,CoRoT-5 b,CoRoT-5,101.2772396,0.8152163,13.9021,882.472
2187,GJ 581 e,GJ 581,229.8564725,-7.7226935,9.411,6.2981
2188,ups And b,ups And,24.1983534,41.4038147,3.98687,13.4054
2189,HD 217107 c,HD 217107,344.5647243,-2.3954489,5.96401,20.0619
2190,Ross 458 c,Ross 458,195.1912147,12.3755996,8.90809,11.5094
2191,CoRoT-6 b,CoRoT-6,281.0725563,6.6632062,13.7459,645.294
2192,CoRoT-20 c,CoRoT-20,97.7204249,0.2268931,14.4686,844.061
2193,ups And c,ups And,24.1983534,41.4038147,3.98687,13.4054
2194,HD 179949 b,HD 179949,288.8890182,-24.1797939,6.1106,27.4573
2195,HD 195019 b,HD 195019,307.0792427,18.7692509,6.72911,37.6681
2196,HD 217107 b,HD 217107,344.5647243,-2.3954489,5.96401,20.0619
2197,HD 46375 b,HD 46375,98.3030763,5.4625071,7.69533,29.5529
2198,ups And d,ups And,24.1983534,41.4038147,3.98687,13.4054
2199,BD-10 3166 b,BD-10 3166,164.6191243,-10.7704227,9.83981,84.4069
2200,HD 206893 b,HD 206893,326.3416874,-12.7833522,6.56783,40.7583
2201,HD 206893 c,HD 206893,326.3416874,-12.7833522,6.56783,40.7583
2202,Kepler-1513 c,Kepler-1513,289.7917561,39.2852655,12.9559,349.247
2203,GJ 724 b,GJ 724,280.238365,-13.3824997,9.76915,16.9658
2204,GJ 3988 b,GJ 3988,255.8503747,51.4089795,11.9925,9.9105
2205,HIP 66074 b,HIP 66074,203.1635632,75.0071038,9.74727,35.4438
2206,NGTS-11 b,NGTS-11,23.5214497,-14.4191493,12.1895,190.422
2207,HD 7924 c,HD 7924,20.4956562,76.7101475,6.92516,16.9922
2208,BD+14 4559 b,BD+14 4559,318.4010002,14.6893834,9.35108,49.352
2209,HD 37605 b,HD 37605,85.0074276,6.0595116,8.46192,46.7864
2210,HD 89744 b,HD 89744,155.5433193,41.2289354,5.60551,38.6364
2211,HIP 14810 c,HIP 14810,47.809275,21.0971302,8.33307,50.48
2212,Kepler-46 c,Kepler-46,289.2687388,42.6041819,15.2548,777.06
2213,TOI-2257 b,TOI-2257,194.7396141,77.6617157,14.1615,57.7911
2214,HD 134606 c,HD 134606,228.8103897,-70.5203328,6.67835,26.7909
2215,HD 134606 d,HD 134606,228.8103897,-70.5203328,6.67835,26.7909
2216,HD 134606 e,HD 134606,228.8103897,-70.5203328,6.67835,26.7909
2217,HD 134606 f,HD 134606,228.8103897,-70.5203328,6.67835,26.7909
2218,HD 94771 b,HD 94771,163.9746776,-35.1145225,7.17929,57.7807
2219,Kepler-1972 c,Kepler-1972,288.3953074,39.8725067,11.1438,287.339
2220,TOI-2545 b,TOI-2545,135.5458029,-3.4208194,9.2949,107.118
2221,Wendelstein-2 b,Wendelstein-2,297.7909214,16.9125679,15.9359,565.541
2222,Kepler-1789 b,Kepler-1789,282.8631419,41.7966332,14.3155,611.461
2223,Kepler-1829 b,Kepler-1829,288.664484,51.4983798,15.0088,679.921
2224,Kepler-1848 b,Kepler-1848,299.3814921,45.5920846,13.679,309.696
2225,GJ 687 b,GJ 687,264.1041731,68.3336741,8.02754,4.54939
2226,Kepler-462 b,Kepler-462,299.8211502,43.8142793,11.6145,596.625
2227,Kepler-1796 b,Kepler-1796,301.5430397,44.6056251,14.354,825.883
2228,Kepler-1861 b,Kepler-1861,295.8465148,49.9361586,13.6519,829.985
2229,Kepler-616 b,Kepler-616,294.989137,46.8383058,14.9475,945.775
2230,Kepler-1794 b,Kepler-1794,300.6196594,45.7888068,15.2846,561.229
2231,Kepler-1740 b,Kepler-1740,293.873663,38.9224548,15.2863,1061.77
2232,Kepler-352 c,Kepler-352,299.8966237,46.0519022,12.9561,252.733
2233,Kepler-1787 b,Kepler-1787,289.0643042,47.1174041,14.4604,778.602
2234,Kepler-27 b,Kepler-27,292.2367608,41.085871,15.8164,1044.36
2235,Kepler-1909 b,Kepler-1909,290.889409,42.4596251,15.7907,763.662
2236,Kepler-1875 b,Kepler-1875,296.7727406,50.1883667,15.0014,1660.45
2237,Kepler-1880 b,Kepler-1880,287.8264561,40.6965988,15.8887,611.041
2238,HD 92788 b,HD 92788,160.7021351,-2.1847173,7.13929,34.6538
2239,HD 114729 b,HD 114729,198.1833997,-31.8746756,6.51382,37.8063
2240,HD 42618 b,HD 42618,93.0032173,6.7819742,6.68303,24.3358
2241,HD 1461 b,HD 1461,4.6762645,-8.0536206,6.29454,23.4534
2242,Kepler-33 e,Kepler-33,289.0775348,46.0051696,13.9513,1209.16
2243,GJ 581 c,GJ 581,229.8564725,-7.7226935,9.411,6.2981
2244,HD 128311 c,HD 128311,219.0032292,9.7454368,7.16719,16.3292
2245,Kepler-33 b,Kepler-33,289.0775348,46.0051696,13.9513,1209.16
2246,HD 177830 b,HD 177830,286.3363574,25.9204327,6.8866,62.7674
2247,HD 7924 b,HD 7924,20.4956562,76.7101475,6.92516,16.9922
2248,GJ 414 A c,GJ 414 A,167.7745044,30.4451688,7.72808,11.8893
2249,HATS-32 b,HATS-32,346.0750861,-21.2720168,14.2166,745.116
2250,TOI-2018 b,TOI-2018,229.8374423,29.2078771,9.71999,27.9956
2251,Kepler-33 f,Kepler-33,289.0775348,46.0051696,13.9513,1209.16
2252,HD 216770 b,HD 216770,343.9748751,-26.6595286,7.91638,36.6625
2253,HD 6434 b,HD 6434,16.1663441,-39.4904909,7.5609,42.358
2254,HD 114386 b,HD 114386,197.6652124,-35.0561807,8.41823,27.9243
2255,Kepler-1874 b,Kepler-1874,286.3718158,43.692081,14.9565,408.007
2256,Kepler-1919 b,Kepler-1919,283.1319153,43.956005,15.8602,1177.53
2257,Kepler-1937 b,Kepler-1937,290.6583922,40.7785383,14.0864,905.069
2258,Kepler-394 c,Kepler-394,296.3019792,50.6723115,14.77,1058.72
2259,Kepler-1767 b,Kepler-1767,293.6441248,46.9896696,15.7151,820.506
2260,Kepler-1952 b,Kepler-1952,288.0764082,43.9584839,13.8909,852.062
2261,HD 24040 b,HD 24040,57.5962104,17.4752873,7.33476,46.6224
2262,Kepler-1773 b,Kepler-1773,286.2232284,38.2581676,12.9455,681.255
2263,Kepler-490 b,Kepler-490,295.025662,46.9559536,14.8173,1523
2264,Kepler-1749 b,Kepler-1749,290.2945805,45.5645196,14.6958,268.2
2265,Gaia-2 b,Gaia-2,110.7353308,67.2526565,11.1968,209.229
2266,Kepler-1918 b,Kepler-1918,292.530546,42.2145765,15.7023,1030.11
2267,Kepler-281 c,Kepler-281,294.1081465,44.7706524,15.7537,1745.45
2268,Kepler-1883 b,Kepler-1883,291.922557,42.002522,15.5406,1377.61
2269,Kepler-1916 b,Kepler-1916,293.0705754,48.387679,15.8019,2055.82
2270,Kepler-589 c,Kepler-589,280.6414331,47.7520581,14.6611,612.803
2271,Kepler-1468 d,Kepler-1468,293.5198289,41.2773671,14.9515,1899.24
2272,Kepler-1770 b,Kepler-1770,299.2502851,43.4103663,14.2972,582.942
2273,Kepler-1799 b,Kepler-1799,288.3086994,51.4783348,15.826,2254.69
2274,Kepler-1849 b,Kepler-1849,285.29193,41.2557275,15.7002,631.884
2275,Kepler-1821 b,Kepler-1821,294.5254573,49.872484,14.6369,799.699
2276,Kepler-1914 b,Kepler-1914,291.4314024,38.6543635,15.6826,1621.56
2277,Kepler-1311 b,Kepler-1311,289.6512597,43.8244445,13.3176,866.331
2278,Kepler-1600 c,Kepler-1600,291.3993802,38.7877563,15.8138,1030.81
2279,Kepler-783 b,Kepler-783,291.0628615,47.484789,13.9378,516.09
2280,Kepler-1694 b,Kepler-1694,293.7936339,40.241023,14.7519,513.329
2281,TOI-2427 b,TOI-2427,52.2917315,-31.3628665,9.81845,28.5147
2282,HD 38801 b,HD 38801,86.9963141,-8.3280256,8.03397,91.4349
2283,HD 88133 b,HD 88133,152.5319349,18.1857284,7.80979,73.6123
2284,HD 75289 b,HD 75289,131.9181715,-41.7377748,6.21047,29.1158
2285,16 Cyg B b,16 Cyg B,295.4656422,50.5168243,6.06428,21.1397
2286,HD 190360 b,HD 190360,300.9092476,29.894541,5.55436,16.0069
2287,Kepler-164 b,Kepler-164,287.7808115,47.6298453,14.2329,890.758
2288,Kepler-975 b,Kepler-975,290.54851,38.4952415,14.4518,426.088
2289,Kepler-1471 b,Kepler-1471,289.6649171,50.0200612,15.246,978.678
2290,KMT-2021-BLG-1105L b,KMT-2021-BLG-1105L,265.73225,-25.5089111,2,4540
2291,OGLE-2006-BLG-284L A b,OGLE-2006-BLG-284L A,269.65925,-29.1366667,2,4000
2292,KMT-2021-BLG-1077L b,KMT-2021-BLG-1077L,266.489125,-33.8428111,2,8240
2293,KMT-2021-BLG-1077L c,KMT-2021-BLG-1077L,266.489125,-33.8428111,2,8240
2294,MOA-2020-BLG-135L b,MOA-2020-BLG-135L,268.4235,-29.8075667,2,7900
2295,HD 2039 b,HD 2039,6.0851069,-56.649988,8.85974,85.6922
2296,HD 76700 b,HD 76700,133.4782248,-66.8004747,7.97348,60.8831
2297,GJ 674 b,GJ 674,262.1700476,-46.8989826,8.33063,4.54896
2298,HD 102117 b,HD 102117,176.2097267,-58.7040134,7.28191,39.5792
2299,HIP 14810 b,HIP 14810,47.809275,21.0971302,8.33307,50.48
2300,HD 185269 b,HD 185269,294.2987668,28.499514,6.51831,51.9917
2301,KMT-2018-BLG-1743L b,KMT-2018-BLG-1743L,274.283375,-26.3596389,2,6483
2302,HN Peg b,HN Peg,326.1315705,14.7714524,5.82363,18.1186
2303,Kepler-27 c,Kepler-27,292.2367608,41.085871,15.8164,1044.36
2304,Kepler-1955 b,Kepler-1955,299.5347603,40.4777528,12.5298,449.351
2305,Kepler-1932 b,Kepler-1932,285.3314903,41.0638435,15.0331,713.733
2306,Kepler-1736 b,Kepler-1736,289.7766991,38.2622374,14.6161,1430
2307,Kepler-616 c,Kepler-616,294.989137,46.8383058,14.9475,945.775
2308,Kepler-1885 b,Kepler-1885,288.7507112,47.4909206,14.7999,818.482
2309,Kepler-1748 b,Kepler-1748,285.967897,45.7390789,15.8529,1083.28
2310,Kepler-1798 b,Kepler-1798,291.7262251,37.528968,15.6827,395.196
2311,Kepler-1514 b,Kepler-1514,292.6274943,37.8601653,11.8292,397.292
2312,Kepler-1811 b,Kepler-1811,289.9793241,40.1427848,15.1431,1390.56
2313,Kepler-381 c,Kepler-381,285.1828685,43.8310283,10.5459,267.323
2314,Kepler-1468 b,Kepler-1468,293.5198289,41.2773671,14.9515,1899.24
2315,Kepler-1889 b,Kepler-1889,297.1992577,41.2264404,15.5173,1395.13
2316,Kepler-1322 b,Kepler-1322,293.2045009,45.4353919,15.7753,1350.32
2317,Kepler-1734 b,Kepler-1734,294.163167,41.4517316,15.3171,1482.83
2318,Kepler-1690 b,Kepler-1690,288.1566649,41.8779417,14.6417,703.789
2319,Kepler-1895 b,Kepler-1895,291.6756005,48.7625419,15.4813,984.187
2320,eps Eri b,eps Eri,53.2284306,-9.4581715,3.47719,3.2026
2321,Kepler-1689 b,Kepler-1689,291.5741663,38.6559433,12.1077,294.122
2322,Kepler-1321 b,Kepler-1321,294.528597,46.6408737,16.9282,769.146
2323,Kepler-1899 b,Kepler-1899,292.0333777,37.9744551,15.9493,711.509
2324,Kepler-1878 b,Kepler-1878,300.7324154,44.1070231,15.403,1494.3
2325,Kepler-1739 b,Kepler-1739,296.2320536,47.6788626,14.6422,783.666
2326,Kepler-1530 d,Kepler-1530,288.1624396,48.165153,14.0055,489.876
2327,Kepler-1879 b,Kepler-1879,289.3644209,41.5332589,12.7877,627.171
2328,Kepler-1683 b,Kepler-1683,298.4501035,44.2840193,14.8429,733.143
2329,Kepler-1864 b,Kepler-1864,289.6867653,41.5889178,12.0365,298.894
2330,HD 156668 c,HD 156668,259.4183491,29.228161,8.10753,24.3323
2331,Kepler-1840 b,Kepler-1840,298.5948803,41.4359643,15.0578,513.107
2332,Kepler-633 b,Kepler-633,295.2173259,40.5921599,2,680.54
2333,KMT-2020-BLG-0414L b,KMT-2020-BLG-0414L,271.915,-28.4852222,2,1220
2334,GJ 86 b,GJ 86,32.6224785,-50.8209945,5.88516,10.7836
2335,Kepler-1882 b,Kepler-1882,290.6640856,43.4997866,12.4303,443.371
2336,KMT-2020-BLG-0414L c,KMT-2020-BLG-0414L,271.915,-28.4852222,2,1220
2337,HD 154857 b,HD 154857,257.816194,-56.681038,7.04837,63.4482
2338,GJ 720 A b,GJ 720 A,278.8294172,45.7456038,9.10496,15.5575
2339,G 264-012 b,G 264-012,326.6719598,66.803848,11.7617,16.009
2340,G 264-012 c,G 264-012,326.6719598,66.803848,11.7617,16.009
2341,HD 117618 b,HD 117618,203.1066418,-47.2719049,7.0216,37.7781
2342,GJ 3021 b,GJ 3021,4.0634323,-79.8514218,6.39729,17.5559
2343,HD 190360 c,HD 190360,300.9092476,29.894541,5.55436,16.0069
2344,HD 5319 b,HD 5319,13.7558096,0.7893425,7.77238,121.405
2345,HD 75898 b,HD 75898,133.4611999,33.0566885,7.89597,78.0505
2346,HD 202206 c,HD 202206,318.7405221,-20.7897284,7.91051,45.9665
2347,HD 102365 b,HD 102365,176.6208003,-40.4986211,4.71107,9.2894
2348,OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,271.4905,-27.712,2,1300
2349,TOI-198 b,TOI-198,2.2715087,-27.1217452,10.9187,23.7262
2350,HD 207496 b,HD 207496,328.7181708,-77.3388025,7.97255,23.606
2351,TOI-332 b,TOI-332,348.0589516,-44.8764852,12.063,222.852
2352,Kepler-1660 AB b,Kepler-1660 A,290.5519537,40.2350445,13.4394,1188.54
2353,HD 56414 b,HD 56414,107.8436846,-68.8333403,9.20475,272.217
2354,TOI-2583 A b,TOI-2583 A,272.2670293,45.3368996,12.4592,566.189
2355,TOI-4551 b,TOI-4551,184.9787579,-25.8278531,9.641,215.986
2356,TOI-969 b,TOI-969,115.1366858,2.0985879,11.2667,77.2554
2357,WASP-59 b,WASP-59,349.6229547,24.889277,12.3142,115.936
2358,Kepler-419 b,Kepler-419,295.4179125,51.1847629,12.9642,1011.36
2359,HD 164595 b,HD 164595,270.1613723,29.5726698,6.89472,28.254
2360,TOI-1052 c,TOI-1052,337.5102738,-75.6465606,9.39972,129.804
2361,TOI-2196 b,TOI-2196,312.3400744,-70.4850723,11.8259,259.947
2362,KMT-2021-BLG-0240L b,KMT-2021-BLG-0240L,267.5772917,-30.0049694,2,7000
2363,Kepler-169 d,Kepler-169,285.9999204,40.9193822,14.1617,406.529
2364,Kepler-171 d,Kepler-171,296.7719082,41.7555958,14.9053,863.855
